"Address";"Tags"
"Харківська, 61000, м.Харків, Вул. Роб. Ейдемана, 15, 196";"['Region', 'PostCode', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber', 'Apartment']"
"Запорізька, 69000, Запоріжжя, Гоголя, 66, 10";"['Region', 'PostCode', 'Locality', 'Street', 'HouseNumber', 'Apartment']"
"Дніпропетровська, 53200 Нікопольський, м.Нікополь, вул. Каштанова, 58а, 4";"['Region', 'PostCode', 'SubLocality', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Київ, 01042, м.Київ, вул. М.Раєвського, 28, 18";"['Region', 'PostCode', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Волинська, 45544 Локачинський, Коритниця, Вулиця назва вулиці відсутня";"['Region', 'PostCode', 'County', 'Locality', 'StreetType', 'Comment', 'Comment', 'Comment']"
"Тернопільська, 47414, с.Чайчинці, вул. Підлісна 25";"['Region', 'PostCode', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Дніпропетровська, 53200 Никопольский, НИКОПОЛЬ, Л.УКРАИНКИ 45 Г";"['Region', 'PostCode', 'SubLocality', 'Locality', 'Street', 'HouseNumber', 'HouseNumberAdditionally']"
"Кіровоградська, 26623 Вільшанський, с.Йосипівка, ВУЛ. відсутня БУД.відсутня кв. відсутня";"['Region', 'PostCode', 'County', 'Locality', 'StreetType', 'Comment', 'Comment', 'Apartment', 'Comment']"
"Дніпропетровська, 49000, м.Дніпропетровськ, пр-т газ.Правда, 101, 71";"['Region', 'PostCode', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Дніпропетровська, 50000, Кривий Ріг, м-н. Соняшний, 58, 56";"['Region', 'PostCode', 'Locality', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Дніпропетровська, 49000 Бабушкінський, м.Дніпропетровськ, вул. 22 партз’їзду, 3-а";"['Region', 'PostCode', 'SubLocality', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber']"
"Київська, 49000 Р-Н БРОВАРСЬКИЙ, м.ЗАЗИМЬЄ, ВУЛ. КИЇВСЬКА, 3, 9";"['Region', 'PostCode', 'SubLocality', 'SubLocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Дніпропетровська, 52462 Солонянський, с.Башмачка, вулиця не існує, 19";"['Region', 'PostCode', 'County', 'Locality', 'Comment', 'Comment', 'Comment', 'HouseNumber']"
"Дніпропетровська, 50000 Кривий Ріг, Кривий Ріг, вул. пров. Бульварний, 2, 57";"['Region', 'PostCode', 'Locality', 'Locality', 'Locality', 'Locality', 'StreetType', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Київ, 01001, Київ, Кіквідзе, 38А";"['Region', 'PostCode', 'Locality', 'Street', 'HouseNumber']"
"Київ, вул.Якіра 19а, кв.38";"['Locality', 'Street', 'HouseNumber', 'Apartment']"
"смт Гостомель Ірпінського району";"['LocalityType', 'Locality', 'County', 'CountyType']"
"Тараща, вул. Софіївська, 152";"['Locality', 'StreetType', 'Street', 'HouseNumber']"
"Київ, проспект Науки, 11, кв.165";"['Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"обл. Киев, м. Киев, КУРНАТОВСЬКОГО ВУЛ. (ОСТАФІЯ ДАШКЕВИЧА), буд. 6, кв. 11, під’їзд 1, поверх 3";"['RegionType', 'Region', 'LocalityType', 'Locality', 'Street', 'StreetType', 'AdditionalData', 'AdditionalData', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment', 'EntranceType', 'Entrance', 'FloorType', 'Floor']"
"Ківшовата, вул.Б.Хмельницького, 44";"['Locality', 'Street', 'HouseNumber']"
"Біла Церква, Сквирське шоссе 216, кв.134";"['Locality', 'Locality', 'Street', 'Street', 'HouseNumber', 'Apartment']"
"м.Бровари, вул.Незалежності буд. 15, кв.145";"['Locality', 'Street', 'HouseNumberType', 'HouseNumber', 'Apartment']"
"Кіровоградська, м, Кропивницький (Кіровоград), провулок, Артеллерійський, 18";"['Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber']"
"Дніпропетровська, м, Дніпро (Дніпропетровськ), вулиця, Докучаєва, 33, 54";"['Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Волинська, Горохівський, с, Цегів, вулиця, Шевченка, 17";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Херсонська, Олешківський (Цюрупинський), смт, Брилівка, вулиця, Меліораторів, 6, 55";"['Region', 'County', 'AdditionalData', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"обл. Киев, м. Киев, Бульвар Кольцова, д.14Л кв.35";"['RegionType', 'Region', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"обл. Киев, м. Киев, БАЛЬЗАКА ОНОРЕ ДЕ ВУЛ., буд. 8В, кв. 224, підʼїзд 3, поверх 3";"['RegionType', 'Region', 'LocalityType', 'Locality', 'Street', 'Street', 'Street', 'StreetType', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment', 'EntranceType', 'Entrance', 'FloorType', 'Floor']"
"обл. Киев, м. Киев, ВОРОБЙОВА ГЕННАДІЯ ГЕНЕРАЛА ВУЛ., буд. 11, кв. 99, підʼїзд 3, поверх 8";"['RegionType', 'Region', 'LocalityType', 'Locality', 'Street', 'Street', 'Street', 'StreetType', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment', 'EntranceType', 'Entrance', 'FloorType', 'Floor']"
"обл. Киев, м. Киев, МИЛОСЛАВСЬКА ВУЛ., буд. 31, кв. 107, підʼїзд 3, поверх 7/ набрати перед доставкую, бо нові скриньки не зможе туди покласти";"['RegionType', 'Region', 'LocalityType', 'Locality', 'Street', 'StreetType', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment', 'EntranceType', 'Entrance', 'FloorType', 'Floor', 'Comment', 'Comment', 'Comment', 'Comment', 'Comment', 'Comment', 'Comment', 'Comment', 'Comment', 'Comment']"
"обл. Киев, м. Киев, СКРИПНИКА МСТИСЛАВА ПАТРІАРХА ВУЛ., буд. 7, кв. 117, підʼїзд 1, поверх 15";"['RegionType', 'Region', 'LocalityType', 'Locality', 'Street', 'Street', 'Street', 'StreetType', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment', 'EntranceType', 'Entrance', 'FloorType', 'Floor']"
"обл. Киев, м. Киев, АВІАКОНСТРУКТОРА ІГОРЯ СІКОРСЬКОГО ВУЛ. (ТАНКОВА), буд. 6, кв. 163, підʼїзд 2, поверх 5";"['RegionType', 'Region', 'LocalityType', 'Locality', 'Street', 'Street', 'Street', 'StreetType', 'AdditionalData', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment', 'EntranceType', 'Entrance', 'FloorType', 'Floor']"
"обл. Киев, м. Киев, ДОВНАР-ЗАПОЛЬСЬКОГО МИТРОФАНА ВУЛ., буд. 8А, кв. 27, підʼїзд 1, поверх 3";"['RegionType', 'Region', 'LocalityType', 'Locality', 'Street', 'Street', 'StreetType', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment', 'EntranceType', 'Entrance', 'FloorType', 'Floor']"
"обл. Киев, м. Киев, ДЯЧЕНКА ВУЛ. (БОРТНИЧІ), буд. 8, кв. 39, підʼїзд 3, поверх 3";"['RegionType', 'Region', 'LocalityType', 'Locality', 'Street', 'StreetType', 'AdditionalData', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment', 'EntranceType', 'Entrance', 'FloorType', 'Floor']"
"Волинська, Ківерцівський, смт, Цумань, вулиця, 8-го Березня, 2";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber']"
"Запорізька, Кам’янсько-Дніпровський, с, Нововодяне, вулиця, Кір’яненко, 48, 1";"['Region', 'County', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"32046, Хмельницька обл., Городоцький р-н, село Лісоводи, вул. Перемоги, буд. 24 корп. 1, кв. 24";"['PostCode', 'Region', 'RegionType', 'County', 'CountyType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Housing', 'ApartmentType', 'Apartment']"
"51165, Дніпропетровська обл., Магдалинівський р-н, село Очеретувате, вул. Рути, буд. 37";"['PostCode', 'Region', 'RegionType', 'County', 'CountyType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"08131, Київська обл., Києво-Святошинський р-н, селище Софіївська Борщагівка, вул. Миру, буд. 40, кв. 43";"['PostCode', 'Region', 'RegionType', 'County', 'CountyType', 'LocalityType', 'Locality', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"87547, Донецька обл., місто Маріуполь, бул. Шевченка, буд. 258, кв. 39";"['PostCode', 'Region', 'RegionType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"16610, Чернігівська обл., Ніжинський р-н, місто Ніжин, вул. Шевченка, буд. 99 корп. А, кв. 111";"['PostCode', 'Region', 'RegionType', 'SubLocality', 'SubLocalityType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Housing', 'ApartmentType', 'Apartment']"
"01001 Київська обл. СВЯТОШИНСЬКИЙ Р-Н м. Київ вул. Литвиненко-Вольгемут буд. 4 кв. 28";"['PostCode', 'Region', 'RegionType', 'SubLocality', 'SubLocalityType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"64606, Харківська обл., Лозівський р-н, Лозова, мікр.3-й, 22, кв.24";"['PostCode', 'Region', 'RegionType', 'SubLocality', 'SubLocalityType', 'Locality', 'Street', 'HouseNumber', 'Apartment']"
"58013, Чернівецька обл., місто Чернівці, вул. Комарова, буд. 23-25, кв. 53";"['PostCode', 'Region', 'RegionType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"61120, Харків, вул. 50-річчя ВЛКСМ, 50, кв.222";"['PostCode', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber', 'Apartment']"
"09501, Київська обл., Таращанський р-н, місто Тараща, вул. Хмельницького Богдана, буд. 5 корп. 2, кв. 510";"['PostCode', 'Region', 'RegionType', 'SubLocality', 'SubLocalityType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Housing', 'ApartmentType', 'Apartment']"
"51400, Дніпропетровська обл., Павлоградський р-н, місто Павлоград, вул. Дніпровська, буд. 124, корп. 3";"['PostCode', 'Region', 'RegionType', 'SubLocality', 'SubLocalityType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Housing']"
"75720, Херсонська обл., с. Красное, ул. С. Белого, 2";"['PostCode', 'Region', 'RegionType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber']"
"37729, Полтавська обл., Оржицький р-н, селище Новоселівка, вул. Садова, буд. 63";"['PostCode', 'Region', 'RegionType', 'County', 'CountyType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"82171, Львівська обл., Дрогобицький р-н, село Раневичі, вул. Загуменна, буд. 23";"['PostCode', 'Region', 'RegionType', 'County', 'CountyType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"31101, Хмельницька обл., Старокостянтинівський р-н, місто Старокостянтинів, вул. Єссенська, буд. 23, кв. 11";"['PostCode', 'Region', 'RegionType', 'SubLocality', 'SubLocalityType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"КИЇВСЬКА ОБЛАСТЬ Ірпінь, місто Ірпінь вул. ПОКРОВСЬКА, буд. 1 ГУРТОЖ";"['Region', 'RegionType', 'Locality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'HostelType']"
"01000, Україна, Дніпропетровська обл., АПОСТОЛІВСЬКИЙ р-н., м. ЗЕЛЕНОДОЛЬСЬК, вул. СВЯТКОВА, буд. 10, кв. 16";"['PostCode', 'Country', 'Region', 'RegionType', 'SubLocality', 'SubLocalityType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"50007 обл. ДНІПРОПЕТРОВСЬКА САКСАГ РВ КРИВОР МУ м. КРИВИЙ РІГ вул. ТЕХНІЧНА 2/4";"['PostCode', 'RegionType', 'Region', 'Comment', 'Comment', 'Comment', 'Comment', 'LocalityType', 'Locality', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"50026 Дніпропетровська Інгулецький Кривий Ріг вул. Груні Романової, буд. 18, кв. 4";"['PostCode', 'Region', 'SubLocality', 'Locality', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"61000 ХАРКІВСЬКА ОБЛАСТЬ Харків, місто Харків вул. ТАНКОПІЙ, буд. 8А, кв. 67";"['PostCode', 'Region', 'RegionType', 'Locality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"61100 ХАРКІВСЬКА ОБЛАСТЬ Харків, місто Харків шос. САЛТОВСЬКЕ ШОСЕ, буд. 240, корп. В, кв. 136";"['PostCode', 'Region', 'RegionType', 'Locality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'Housing', 'ApartmentType', 'Apartment']"
"64102 ХАРКІВСЬКА ОБЛАСТЬ Первомайський район Первомайський м-н 3, буд. 20, кв. 84";"['PostCode', 'Region', 'RegionType', 'SubLocality', 'SubLocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"69000 ЗАПОРІЗЬКА ОБЛАСТЬ Запоріжжя, місто Запоріжжя пр-т СІМФЕРОПОЛЬСЬКИЙ, буд. 5";"['PostCode', 'Region', 'RegionType', 'Locality', 'LocalityType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"71100 ЗАПОРІЗЬКА ОБЛАСТЬ Бердянський район Бердянськ вул. МОРСЬКА (МАЗІНА), буд. 7, кв. 6";"['PostCode', 'Region', 'RegionType', 'SubLocality', 'SubLocalityType', 'Locality', 'StreetType', 'Street', 'AdditionalData', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"Житомирська Житомир, Місто Житомир Короловський Р-Н, Шевченка, 13";"['Region', 'Locality', 'LocalityType', 'Locality', 'SubLocality', 'SubLocalityType', 'Street', 'HouseNumber']"
"75720, Херсонська обл., с. Красное, ул. С. Белого, 2";"['PostCode', 'Region', 'RegionType', 'LocalityType', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber']"
"обл. Киев, м. Киев, КУРНАТОВСЬКОГО ВУЛ., буд. 6, кв. 11, підʼїзд 1, поверх 3";"['RegionType', 'Region', 'LocalityType', 'Locality', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment', 'EntranceType', 'Entrance', 'FloorType', 'Floor']"
"Житомирська, с, Нова Рутвянка, вулиця, Молодіжна, 9";"['Region', 'LocalityType', 'Locality', 'Locality', 'StreetType', 'Street', 'HouseNumber']"
"Житомирська, смт, Хорошів (Володарськ-Волинський), вулиця, Мельнична, 19, 2";"['Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Закарпатська обл. Мукачівський р-н Мукачеве вул. Ілони Зріні, буд. 153, військова частина А1556";"['Region', 'RegionType', 'SubLocality', 'SubLocalityType', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'Comment', 'Comment', 'Comment']"
"Запорізька Запоріжжя, Місто Запоріжжя ВАСИЛЯ СЕРГІЄНКА-ГЕРОЇВ 93-Ї БРИГАДИ, буд. 68/32, кв. 109";"['Region', 'Locality', 'LocalityType', 'Locality', 'Street', 'Street', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"Запорізька обл. Запоріжжя вул. Г.Сталінграду, буд. 5, корп. гурт";"['Region', 'RegionType', 'Locality', 'StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'HousingType', 'HostelType']"
"Запорізька, Мелітопольський, Мелітополь, Бульвар 30-річчя Перемоги 48";"['Region', 'SubLocality', 'Locality', 'StreetType', 'Street', 'Street', 'HouseNumber']"
"Запорізька, с, Воскресенка (Чапаєвка), вулиця, Українська, 52, 4";"['Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber', 'Apartment']"
"Запорізька, смт, Більмак (Куйбишеве), вулиця, Калугіна, 15";"['Region', 'LocalityType', 'Locality', 'AdditionalData', 'StreetType', 'Street', 'HouseNumber']"
"бул. Василевського, буд. 21, кв. 15";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"бул. Василевського, буд. 29, кв. 35";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"бул. Вечірній, буд. 1, кв. 247";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"бул. Європейський, буд. 25, кв. 79";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"бул. Кірова, буд. 11";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"бул. Кірова, буд. 18, кв. 83";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"Військове містечко-33, буд. 15, кв. 19";"['Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"Військове містечко-33, буд. 33, кв. 25";"['Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. 20-го Партз’їзду, буд. 14, кв. 15";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. 40-річчя Жовтня, буд. 101, кв. 2";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. 40-річчя Жовтня, буд. 75";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. 50-річчя Жовтня, буд. 44, кв. 4";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Абаканська, буд. 20";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Аварська, буд. 38";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Авраменка Івана, буд. 1, кв. 3";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Акопяна, буд. 1А";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Алмазна, буд. 27, кв. 16";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Алмазна, буд. 27, кв. 186";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Алябєва, буд. 15, кв. 18";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Армавірська, буд. 13, кв. 28";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Армавірська, буд. 16, кв. 9";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Армавірська, буд. 18, кв. 35";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Балакіна, буд. 4А, кв. 13";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Башкирська, буд. 1А, кв. 36";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Бєлгородська, буд. 16";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Бизова Володимира, буд. 11, кв. 75";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Бірюзова Маршала, буд. 4, кв. 17";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Блевцева Якова, буд. 34";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Блюхера, буд. 15, кв. 96";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Брозовського Отто, буд. 17, кв. 117";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Бутлерова, буд. 8, кв. 32";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Валявка, буд. 6, кв. 6";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Васякіна Олександра, буд. 15, кв. 21";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Ватутіна, буд. 16, кв. 54";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Вернадського, буд. 113";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Вернадського, буд. 139";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Весела Дача, буд. 14";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Виноградна, буд. 3";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Виноградна, буд. 54";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Вінницька, буд. 51";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Водоп’янова, буд. 5, кв. 194";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Войчишина, буд. 12, кв. 8";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Войчишина, буд. 8, кв. 21";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Вокзальна, буд. 18, кв. 18";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Володимира Великого, буд. 1, кв. 10";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Галенка Івана, буд. 4, кв. 52";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Гастелло, буд. 68, кв. 2";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Геологічна, буд. 9, кв. 4";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Героїв АТО, буд. 122, кв. 33";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Герцена, буд. 18";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Гетьманська, 74, кв. 330";"['StreetType', 'Street', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Головка Адмірала, буд. 10, кв. 59";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Горобинова, буд. 55Б";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Городищенська, буд. 99";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Грицевця, буд. 10";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Грицевця, буд. 10, кв. 10";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Грозненська, буд. 114";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Грозненська, буд. 67";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Гурова Вадима, буд. 27, кв. 57";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Десантна, буд. 1, кв. 90";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Джапарідзе, буд. 2, кв. 84";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Димитрова, буд. 100, кв. 57";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Дишинського, буд. 18, кв. 12";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Діккенса, буд. 32А";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Добролюбова, буд. 4, кв. 124";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Добронравова, буд. 15";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Доватора Генерала, буд. 13, кв. 13";"['StreetType', 'Street', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Домнобудівників, буд. 10, кв. 315";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Донецька, буд. 1, кв. 37";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Дощова, буд. 20";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Дощова, буд. 8";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Дунайська, буд. 119А";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Електрозаводська, 29, кв. 23";"['StreetType', 'Street', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Електрозаводська, буд. 22, кв. 31";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Електрозаводська, буд. 29, кв. 40";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Ентузіастів, буд. 17";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Жигулівська, буд. 3";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber']"
"вул. Жигулівська, буд. 76, кв. 1";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
"вул. Житомирська, буд. 5, кв. 45";"['StreetType', 'Street', 'HouseNumberType', 'HouseNumber', 'ApartmentType', 'Apartment']"
